79	N. of a Jaina, or Buddhist saint, a pupil of the last Tīrthaṅkara (कम्पितं बुद्धिवृत्तेश्चालनं तन्नास्ति यस्य).
80	{%a.%}
80	[न˚ ब˚]
80	.²1 Handless, maimed.
80	.²2 Exempt from tax or duty.
80	.²3 [न˚ त˚] Not doing or acting; not disposed to work, ceasing from work.
81	N. of a plant आमलकी, Emblic Myrobalan, Phyllanthus Emblica (Mar. आंवळा) (अकं दुःखं सेवनात् लोकानां राति गृह्णाति नाशयतीति; रा-क Tv.).
82	[कृ-भावे ल्युट्, न˚ त˚]
82	Not doing, absence of action; अकरणान्मन्दकरणं श्रेयः.
83	{%a.%}
83	[न˚ ब˚]
83	.²1 Not artificial, natural.
83	.²2 Devoid of all organs, (epithet of the Supreme Spirit).
84	{%f.%}
84	[नञ्-कृ-आक्रोशे अनिः; P. III. 3. 112.]
84	Failure, disappointment, non-accomplishment, mostly used in imprecations; तस्याकरणिरेवास्तु Sk. may he be disappointed, or experience a failure! अकरणिर्ह ते वृषल Mbh. 6. 1. 158.
85	{%a.%}
85	[न स्तः कर्णौ यस्य]
85	.²1 Devoid of ears; deaf.
85	.²2 Destitute of Karṇa: अनर्जुनमकर्णं वा जगदद्येति निश्चितः Mb.
86	A serpent (तस्य चक्षुषैव श्रवणात्, hence also called चक्षुःश्रवाः).
87	{%a.%}
87	[न˚ त˚]
87	Not fit for the ears; not in the ears.
88	[कृत्]
88	Identity; absence of difference; सध्र्यङ् नियम्य यतयो यमर्तहेतिं Bhāg. 2. 7. 48.
89	{%a.%}
89	[कृत्-भावे ल्युट्, न˚ त˚]
89	.²1 Not cutting.
89	.²2 Dwarfish.
90	{%m.%}
90	[न˚ त˚]
90	Not an agent; अकर्तरि च कारके P. III. 3. 19; actionless; चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः . तस्य कर्तारमपि मां विद्धपकर्तारमव्ययम् .. Bg. 4. 13. पुरुषोऽकर्ता भोक्ता Sāṅkhya; a subordinate agent; ˚त्वम्, -ता an inferior or subordinate position.
91	the state of non-agent; द्रष्टृत्वमकर्तृभावश्च . Sāṅ. K. 19.
92	{%a.%}
92	[न˚ ब˚]
92	.²1 Without work, idle; inefficient.
92	.²2 Disqualified for performing the necessary rites, wicked, degraded; अकर्मा दस्युरभि नो Rv. 10. 22. 8.
92	.²3 (Gram.) intransitive, generally in this sense अकर्मक.
93	(र्म)
93	[न˚ त˚]
93	.²1 Absence of work; absence of necessary observances; neglect of essential observances; inaction; अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः Bg. 4. 17, 18.
93	.²2 An improper act; crime, sin.
93	.²3 Not doing (= अकरणम्), non-performance; प्रतिषेधादकर्म MS. 10. 8. 10.
93	.²4 What should not be done; अकर्म वा कृतदूषा स्यात् . MS. 12. 1. 10 (where शबर explains अकर्म by न वा कर्तव्या दार्शिकी वेदिः .).
93	.²5 Non-act, non-activity; अन्यद्धि कर्म भक्षणं प्रतिषिध्यमानम् अन्यद् अकर्म मानसः संकल्पः . ŚB. on MS. 6. 2. 19.
93	.²6 Not doing, violation. तदकर्मणि च दोषः MS. 6. 3. 3(where तदकर्मणि is explained as प्रधानातिक्रमे by शबर); अकर्मणि चाप्रत्यवायात् . MS. 6. 3. 10.
93	.²7 A wrong act, an improper act. अकर्म च दारक्रिया या आधानोत्तरकाले . ŚB. on MS. 6. 8. 14; अकर्म चोर्ध्वमाधानात्˚ . MS. 6. 8. 14.
94	{%a.%}
94	.²1 unengaged, unoccupied, idle.
94	.²2 criminal.
95	{%a.%}
95	free from action; न हि कश्चित् क्षणमपि जातु तिष्ठत्यकर्मकृत् . Bg. 3. 5 doing an improper act.
96	.²1 enjoyment of freedom from the fruits of action.
96	.²2 renunciation of self-righteousness.
97	{%a.%}
97	lazy, indolent.
98	{%a.%}
98	[नास्ति कर्म यस्य ब˚ कप्]
98	Intransitive; फलव्यापारयोरेकनिष्ठतायामकर्मकः Bhartṛhari. {@अकर्मिका@} {%f.%} प्रसिद्धेरविवक्षातः कर्मणोऽकर्मिका क्रिया {%ibid.%}
99	{%a.%}
99	[न˚ त˚]
99	.²1 Unable to work, inefficient, unfit for work.
99	.²2 Unfit to be done.
100	{%a.%}
100	[नास्ति कला अवयवो यस्य]
100	Not in parts, without parts, epithet of the Supreme Spirit.
101	{%a.%}
101	Without stains or spots.
102	N. of a Jaina author, also called भट्ट अकलङ्कदेव.
103	{%a.%}
103	[नास्ति कल्को यत्र]
103	.²1 Free from sediment, pure.
103	.²2 sinless.
104	Moonlight.
105	Honesty, integrity.
106	{%a.%}
106	[नास्ति कल्कनं दम्भः, कल्को वा यस्मिन्]
106	Free from pride; humble, modest; honest.
107	{%a.%}
107	[न˚ ब˚]
107	.²1 Uncontrolled, not subject to control or rules, unrestrained, unfettered.
107	.²2 Weak, unable.
107	.²3 Incomparable.
107	.²4 Incapable, unfit.
108	A patient; Nigh.
109	Freedom from desires; absolution; बुद्धीन्द्रियमनःप्राणाञ्जनानामसृजत्प्रभुः . मात्रार्थं च भवार्थं च आत्मनेऽकल्पनाय च .. Bhāg. 10. 87. 2.
110	{%a.%}
110	[न˚ त˚]
110	Not artificial or manufactured; natural, genuine.
111	.²1 Name of the son of the fourth Manu; Hariv.
111	.²2 Without sin or stain.
112	{%a.%}
112	[कलासु साधुः कल्यः निरामयः, न˚ त˚]
112	.²1 Unwell, ill, indisposed.
112	.²2 [कल्यते इतिं कल्-यत् कल्यं मिथ्याभूतम्; न˚ त˚] True; (तम्) अनीनयदकल्यसन्धो वन्धनागारं Dk. 31.
113	{%a.%}
113	not in sound health; Pratimā 3.
114	{%a.%}
114	[न˚ त˚]
114	Inauspicious, unlucky.
115	Inauspiciousness, ill, evil, adversity.
116	{%a.%}
116	[न कव्यते वर्ण्यते कव्-आ, न˚ त˚]
116	Indescribable (अवर्णनीय); not contemptible, not bad; ˚अरिः = कुत्सिता अरयो यस्य स कवारिः; न कवारिः अ˚; or यस्य शत्रवोऽप्यकुत्सिता वृत्रादयः; or अकुत्सितम् इयर्ति ऐश्वर्यं प्राप्नोति.
117	{%a.%}
117	(Ved.) Unwise, foolish; अयं कविरकविषु Rv. 7. 4. 4.
118	{%ind.%}
118	[न कस्मात् किंचित्कारणाधीनत्वं यत्र, अलुक् स.]
118	.²1 Accidentally, suddenly, unexpectedly, all of a sudden; अकस्मादागन्तुना सह विश्वासो न युक्तः H. 1; coming by chance, an accidental visitor.
