23053	L_ 11950 / B_ {#kzud#} / S_ {#--pipAsita#}	kzutpipAsita
23054	L_ 11950 / B_ {#kzud#} / S_ {#--nivfttiH#}	kzunnivfttiH
23055	L_ 11951 / B_ {#kzuDAlu#}	kzuDAlu
23056	L_ 11952 / B_ {#kzuDita#}	kzuDita
23057	L_ 11953 / B_ {#kzuDunaH#}	kzuDunaH
23058	L_ 11954 / B_ {#kzupaH#}	kzupaH
23059	L_ 11955 / B_ {#kzuB#}	kzuB
23060	L_ 11955 / B_ {#kzuB#} / M_ {%--<ab>Caus.</ab>%}	kzuB
23061	L_ 11956 / B_ {#kzuB#}	kzuB
23062	L_ 11957 / B_ {#kzuBa#}	kzuBa
23063	L_ 11958 / B_ {#kzuBita#}	kzuBita
23064	L_ 11959 / B_ {#kzubDa#}	kzubDa
23065	L_ 11959 / B_ {#kzubDa#} / M_ {#--bDaH#}	kzubDaH
23066	L_ 11960 / B_ {#kzoBaH#}	kzoBaH
23067	L_ 11961 / B_ {#kzoBaRaM#}	kzoBaRaM
23068	L_ 11961 / B_ {#kzoBaRaM#} / M_ {#--RaH#}	kzoBaRaH
23069	L_ 11962 / B_ {#kzumA#}	kzumA
23070	L_ 11963 / B_ {#kzur#}	kzur
23071	L_ 11964 / B_ {#kzuraH#}	kzuraH
23072	L_ 11964 / B_ {#kzuraH#} / S_ {#--karman#}	kzurakarman
23073	L_ 11964 / B_ {#kzuraH#} / S_ {#--catuzwayaM#}	kzuracatuzwayaM
23074	L_ 11964 / B_ {#kzuraH#} / S_ {#--DAnaM, --BAMqaM#}	kzuraBAMqaM,kzuraDAnaM
23075	L_ 11964 / B_ {#kzuraH#} / S_ {#--DAra#}	kzuraDAra
23076	L_ 11964 / B_ {#kzuraH#} / S_ {#--praH#}	kzurapraH
23077	L_ 11964 / B_ {#kzuraH#} / S_ {#--mardin, muMqin#}	kzuramardin,kzuramuMqin
23078	L_ 11965 / B_ {#kzurikA, kzurI#}	kzurI,kzurikA
23079	L_ 11966 / B_ {#kzuriRI#}	kzuriRI
23080	L_ 11967 / B_ {#kzurin#}	kzurin
23081	L_ 11968 / B_ {#kzulla#}	kzulla
23082	L_ 11968 / B_ {#kzulla#} / S_ {#--tAtaH#}	kzullatAtaH
23083	L_ 11969 / B_ {#kzullaka#}	kzullaka
23084	L_ 11969 / B_ {#kzullaka#} / M_ {#--kaH#}	kzullakaH
23085	L_ 11970 / B_ {#kzetraM#}	kzetraM
23086	L_ 11970 / B_ {#kzetraM#} / S_ {#--aDidevatA#}	kzetrADidevatA
23087	L_ 11970 / B_ {#kzetraM#} / S_ {#--AjIvaH, --karaH#}, {#--kft#}	kzetrAjIvaH,kzetrakaraH,kzetrakft
23088	L_ 11970 / B_ {#kzetraM#} / S_ {#--gaRitaM#}	kzetragaRitaM
23089	L_ 11970 / B_ {#kzetraM#} / S_ {#--gata#}	kzetragata
23090	L_ 11970 / B_ {#kzetraM#} / S_ {#--gata#} / S_S_ {#°upapattiH#}	kzetragatopapattiH
23091	L_ 11970 / B_ {#kzetraM#} / S_ {#--ja#}	kzetraja
23092	L_ 11970 / B_ {#kzetraM#} / S_ {#--ja#} / S_M_ ({#--jaH#}	kzetrajaH
23093	L_ 11970 / B_ {#kzetraM#} / S_ {#--jAta#}	kzetrajAta
23094	L_ 11970 / B_ {#kzetraM#} / S_ {#--jYa#}	kzetrajYa
23095	L_ 11970 / B_ {#kzetraM#} / S_ {#--jYa#} / S_M_ ({#--jYaH#}	kzetrajYaH
23096	L_ 11970 / B_ {#kzetraM#} / S_ {#--jYa#} / S_M_ ({#--jYA#}	kzetrajYA
23097	L_ 11970 / B_ {#kzetraM#} / S_ {#--patiH#}	kzetrapatiH
23098	L_ 11970 / B_ {#kzetraM#} / S_ {#--padaM#}	kzetrapadaM
23099	L_ 11970 / B_ {#kzetraM#} / S_ {#--pAlaH#}	kzetrapAlaH
23100	L_ 11970 / B_ {#kzetraM#} / S_ {#--PalaM#}	kzetraPalaM
23101	L_ 11970 / B_ {#kzetraM#} / S_ {#--BaktiH#}	kzetraBaktiH
23102	L_ 11970 / B_ {#kzetraM#} / S_ {#--BUmiH#}	kzetraBUmiH
23103	L_ 11970 / B_ {#kzetraM#} / S_ {#--rASiH#}	kzetrarASiH
23104	L_ 11970 / B_ {#kzetraM#} / S_ {#--vid#}	kzetravid
23105	L_ 11970 / B_ {#kzetraM#} / S_ {#--vid#} / S_M_ {%--<ab>m.</ab>%}	kzetravid
23106	L_ 11970 / B_ {#kzetraM#} / S_ {#--vyavahAraH#}	kzetravyavahAraH
23107	L_ 11970 / B_ {#kzetraM#} / S_ {#--sTa#}	kzetrasTa
23108	L_ 11971 / B_ {#kzetrika#}	kzetrikI,kzetrika
23109	L_ 11971 / B_ {#kzetrika#} / M_ {#--kaH#}	kzetrikaH
23110	L_ 11972 / B_ {#kzetrin#}	kzetrin
23111	L_ 11972 / B_ {#kzetrin#} / M_ {%--<ab>m.</ab>%}	kzetrin
23112	L_ 11973 / B_ {#kzetriya#}	kzetriya
23113	L_ 11973 / B_ {#kzetriya#} / M_ {#--yaM#}	kzetriyaM
23114	L_ 11973 / B_ {#kzetriya#} / M_ {#--yaH#}	kzetriyaH
23115	L_ 11974 / B_ {#kzetrIyati#}	kzetrIyati
23116	L_ 11975 / B_ {#kzetrIkf#}	kzetrIkf
23117	L_ 11976 / B_ {#kzepa#}	kzepa
23118	L_ 11977 / B_ {#kzema#}	kzema
23119	L_ 11977 / B_ {#kzema#} / M_ {#--maH, --maM#}	kzemaH,kzemaM
23120	L_ 11977 / B_ {#kzema#} / M_ {#--maH#}	kzemaH
23121	L_ 11977 / B_ {#kzema#} / M_ {#--mA#}	kzemA
23122	L_ 11977 / B_ {#kzema#} / S_ {#--kara, --kAra#}	kzemakAra,kzemakara
23123	L_ 11978 / B_ {#kzemin#}	kzemiRI,kzemin
23124	L_ 11979 / B_ {#kzemya#}	kzemya
23125	L_ 11979 / B_ {#kzemya#} / M_ {#--myaH#}	kzemyaH
23126	L_ 11980 / B_ {#kzE#}	kzE
23127	L_ 11981 / B_ {#kzERyaM#}	kzERyaM
23128	L_ 11982 / B_ {#kzEtraM#}	kzEtraM
23129	L_ 11983 / B_ {#kzEtrajYaM#}	kzEtrajYaM
23130	L_ 11984 / B_ {#kzEpraM#}	kzEpraM
23131	L_ 11985 / B_ {#kzEreya#}	kzEreyI,kzEreya
23132	L_ 11986 / B_ {#kzoqaH#}	kzoqaH
23133	L_ 11987 / B_ {#kzoRiH, kzoRI#}	kzoRI,kzoRiH
23134	L_ 11988 / B_ {#kzoda#}	kzoda
23135	L_ 11989 / B_ {#kzoBa#}	kzoBa
23136	L_ 11990 / B_ {#kzomaH, --maM#}	kzomaH,kzomaM
23137	L_ 11990 / B_ {#kzomaH, --maM#} / M_ {#--maM#}	kzomaM
23138	L_ 11991 / B_ {#kzORiH, --RI#}	kzORI,kzORiH
23139	L_ 11991 / B_ {#kzORiH, --RI#} / S_ {#--prAcIraH#}	kzORIprAcIraH,kzORiprAcIraH
23140	L_ 11991 / B_ {#kzORiH, --RI#} / S_ {#--Buj#}	kzORIBuj,kzORiBuj
23141	L_ 11991 / B_ {#kzORiH, --RI#} / S_ {#--Bft#}	kzORIBft,kzORiBft
23142	L_ 11992 / B_ {#kzOdraH#}	kzOdraH
23143	L_ 11992 / B_ {#kzOdraH#} / M_ {#--draM#}	kzOdraM
23144	L_ 11992 / B_ {#kzOdraH#} / S_ {#--jaM#}	kzOdrajaM
23145	L_ 11992 / B_ {#kzOdraH#} / S_ {#--DAtuH#}	kzOdraDAtuH
23146	L_ 11992 / B_ {#kzOdraH#} / S_ {#--mehaH#}	kzOdramehaH
23147	L_ 11993 / B_ {#kzOdreyaM#}	kzOdreyaM
23148	L_ 11994 / B_ {#kzOmaH#}	kzOmaH
23149	L_ 11994 / B_ {#kzOmaH#} / M_ {#--maH, --maM#}	kzOmaH,kzOmaM
23150	L_ 11994 / B_ {#kzOmaH#} / M_ {#--maM#}	kzOmaM
23151	L_ 11994 / B_ {#kzOmaH#} / M_ {#--mI#}	kzOmI
23152	L_ 11995 / B_ {#kzOraM#}	kzOraM
23153	L_ 11995 / B_ {#kzOraM#} / M_ {#--rI#}	kzOrI
23154	L_ 11996 / B_ {#kzOrikaH#}	kzOrikaH
23155	L_ 11997 / B_ {#kzRu#}	kzRu
23156	L_ 11998 / B_ {#kzRuta#}	kzRuta
23157	L_ 11999 / B_ {#kzRotraM#}	kzRotraM
23158	L_ 12000 / B_ {#kzmA#}	kzmA
23159	L_ 12000 / B_ {#kzmA#} / S_ {#--jaH#}	kzmAjaH
23160	L_ 12000 / B_ {#kzmA#} / S_ {#--paH, --patiH, --Buj#}	kzmABuj,kzmApaH,kzmApatiH
23161	L_ 12000 / B_ {#kzmA#} / S_ {#--Bft#}	kzmABft
23162	L_ 12001 / B_ {#kzmAy#}	kzmAy
23163	L_ 12002 / B_ {#kzmIl#}	kzmIl
23164	L_ 12003 / B_ {#kzviq#}	kzviq
23165	L_ 12004 / B_ {#kzviq#}	kzviq
23166	L_ 12005 / B_ {#kzviRRa#}	kzviRRa
23167	L_ 12006 / B_ {#kzveqa#}	kzveqa
23168	L_ 12006 / B_ {#kzveqa#} / M_ {#--qaH#}	kzveqaH
23169	L_ 12006 / B_ {#kzveqa#} / M_ {#--qA#}	kzveqA
23170	L_ 12007 / B_ {#kzveqanaM#}	kzveqanaM
23171	L_ 12008 / B_ {#kzveqitaH taM#}	kzveqitaH,kzveqitaM
23172	L_ 12009 / B_ {#kzvel#}	kzvel
23173	L_ 12010 / B_ {#kzvelA, kzvelikA, kzvelitaM, kzvelyaM#}	kzvelA,kzvelikA,kzvelitaM,kzvelyaM
23174	L_ 12011 / B_ {#KaH#}	KaH
23175	L_ 12011 / B_ {#KaH#} / M_ {#--KaM#}	KaM
23176	L_ 12011 / B_ {#KaH#} / M_ {#--KA#}	KA
23177	L_ 12011 / B_ {#KaH#} / S_ {#--awaH#}	KewaH
23178	L_ 12011 / B_ {#KaH#} / S_ {#--ApagA#}	KApagA
23179	L_ 12011 / B_ {#KaH#} / S_ {#--ulkaH#}	KolkaH
23180	L_ 12011 / B_ {#KaH#} / S_ {#--ulmukaH#}	KolmukaH
23181	L_ 12011 / B_ {#KaH#} / S_ {#--kAminI#}	KakAminI
23182	L_ 12011 / B_ {#KaH#} / S_ {#--kuMtalaH#}	KakuMtalaH
23183	L_ 12011 / B_ {#KaH#} / S_ {#--KolkaH#}	KaKolkaH
23184	L_ 12011 / B_ {#KaH#} / S_ {#--KolkaH#} / S_S_ {#°AdityaH#}	KaKolkAdityaH
23185	L_ 12011 / B_ {#KaH#} / S_ {#--ga#}	Kaga
23186	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#}	KagaH
23187	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°aDipaH#}	KagADipaH
23188	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°aMtakaH#}	KagAMtakaH
23189	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°aBirAmaH#}	KagABirAmaH
23190	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°AsanaH#}	KagAsanaH
23191	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°iMdraH, °ISvaraH, °patiH#}	KagapatiH,KageMdraH,KageSvaraH
23192	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°vatI#}	KagavatI
23193	L_ 12011 / B_ {#KaH#} / S_ {#--ga#} / S_M_ ({#--gaH#} / S_M_S_ {#°sTAnaM#}	KagasTAnaM
23194	L_ 12011 / B_ {#KaH#} / S_ {#--gaMgA#}	KagaMgA
23195	L_ 12011 / B_ {#KaH#} / S_ {#--gatiH#}	KagatiH
23196	L_ 12011 / B_ {#KaH#} / S_ {#--gama#}	Kagama
23197	L_ 12011 / B_ {#KaH#} / S_ {#--gama#} / S_M_ ({#--maH#}	KagamaH
23198	L_ 12011 / B_ {#KaH#} / S_ {#--(Ke) gamanaH#}	
23199	L_ 12011 / B_ {#KaH#} / S_ {#--guRa#}	KaguRa
23200	L_ 12011 / B_ {#KaH#} / S_ {#--golaH#}	KagolaH
23201	L_ 12011 / B_ {#KaH#} / S_ {#--golaH#} / S_S_ {#°vidyA#}	KagolavidyA
23202	L_ 12011 / B_ {#KaH#} / S_ {#--camasaH#}	KacamasaH
23203	L_ 12011 / B_ {#KaH#} / S_ {#--cara#}	Kacara
23204	L_ 12011 / B_ {#KaH#} / S_ {#--cara#} / S_M_ ({#--raH#}	KacaraH
23205	L_ 12011 / B_ {#KaH#} / S_ {#--cara#} / S_M_ ({#--rI#}	KacarI
23206	L_ 12011 / B_ {#KaH#} / S_ {#--cArin#}	KacArin
23207	L_ 12011 / B_ {#KaH#} / S_ {#--cArin#} / S_M_ {%--<ab>m.</ab>%}	KacArin
23208	L_ 12011 / B_ {#KaH#} / S_ {#--jalaM#}	KajalaM
23209	L_ 12011 / B_ {#KaH#} / S_ {#--jyotis#}	Kajyotis
23210	L_ 12011 / B_ {#KaH#} / S_ {#--tamAlaH#}	KatamAlaH
23211	L_ 12011 / B_ {#KaH#} / S_ {#--tilakaH#}	KatilakaH
23212	L_ 12011 / B_ {#KaH#} / S_ {#--dyotaH#}	KadyotaH
23213	L_ 12011 / B_ {#KaH#} / S_ {#--dyAtanaH#}	KadyAtanaH
23214	L_ 12011 / B_ {#KaH#} / S_ {#--DUpaH#}	KaDUpaH
23215	L_ 12011 / B_ {#KaH#} / S_ {#--parAgaH#}	KaparAgaH
23216	L_ 12011 / B_ {#KaH#} / S_ {#--puzpaM#}	KapuzpaM
23217	L_ 12011 / B_ {#KaH#} / S_ {#--BaM#}	KaBaM
23218	L_ 12011 / B_ {#KaH#} / S_ {#--BrAMtiH#}	KaBrAMtiH
23219	L_ 12011 / B_ {#KaH#} / S_ {#--maRiH#}	KamaRiH
23220	L_ 12011 / B_ {#KaH#} / S_ {#--mUrtiH#}	KamUrtiH
23221	L_ 12011 / B_ {#KaH#} / S_ {#--vAri#}	KavAri
23222	L_ 12011 / B_ {#KaH#} / S_ {#--bAzpaH#}	KabAzpaH
23223	L_ 12011 / B_ {#KaH#} / S_ {#--Saya#}	KaSaya
23224	L_ 12011 / B_ {#KaH#} / S_ {#--SarIraM#}	KaSarIraM
23225	L_ 12011 / B_ {#KaH#} / S_ {#--SvAsaH#}	KaSvAsaH
23226	L_ 12011 / B_ {#KaH#} / S_ {#--samutTa, --saMBava#}	KasaMBava,KasamutTa
23227	L_ 12011 / B_ {#KaH#} / S_ {#--siMDuH#}	KasiMDuH
23228	L_ 12011 / B_ {#KaH#} / S_ {#--stanI#}	KastanI
23229	L_ 12011 / B_ {#KaH#} / S_ {#--sPawikaM#}	KasPawikaM
23230	L_ 12011 / B_ {#KaH#} / S_ {#--hara#}	Kahara
23231	L_ 12012 / B_ {#KakK#}	KakK
23232	L_ 12013 / B_ {#KakKawa#}	KakKawa
23233	L_ 12013 / B_ {#KakKawa#} / M_ {#--waM#}	KakKawaM
23234	L_ 12014 / B_ {#KakKaraH#}	KakKaraH
23235	L_ 12015 / B_ {#KaggaqaH#}	KaggaqaH
23236	L_ 12016 / B_ {#KaMkaraH#}	KaMkaraH
23237	L_ 12017 / B_ {#Kac#}	Kac
23238	L_ 12017 / B_ {#Kac#} / M_ {vII.v}	Kac
23239	L_ 12018 / B_ {#Kacita#}	Kacita
23240	L_ 12019 / B_ {#Kaj#}	Kaj
23241	L_ 12020 / B_ {#KajaH#}	KajaH
23242	L_ 12020 / B_ {#KajaH#} / M_ {#--jA#}	KajA
23243	L_ 12021 / B_ {#KajakaH#}	KajakaH
23244	L_ 12021 / B_ {#KajakaH#} / M_ {#--jikA#}	KajikA
23245	L_ 12022 / B_ {#KajapaM#}	KajapaM
23246	L_ 12023 / B_ {#KajAkaH#}	KajAkaH
23247	L_ 12023 / B_ {#KajAkaH#} / M_ {#--kA#}	KajAkA
23248	L_ 12024 / B_ {#KajAjikA#}	KajAjikA
23249	L_ 12025 / B_ {#KaMj#}	KaMj
23250	L_ 12026 / B_ {#KaMja#}	KaMja
23251	L_ 12026 / B_ {#KaMja#} / S_ {#--KewaH, --KelaH#}	KaMjaKelaH,KaMjaKewaH
23252	L_ 12027 / B_ {#KaMjaka#}	KaMjaka
23253	L_ 12028 / B_ {#KaMjanaH#}	KaMjanaH
23254	L_ 12028 / B_ {#KaMjanaH#} / M_ {#--nA#}	KaMjanA
23255	L_ 12028 / B_ {#KaMjanaH#} / M_ {#--naM#}	KaMjanaM
23256	L_ 12028 / B_ {#KaMjanaH#} / S_ {#--rataM#}	KaMjanarataM
23257	L_ 12029 / B_ {#KaMjanakaH#}	KaMjanakaH
23258	L_ 12030 / B_ {#KaMjarIwaH, --wakaH, KaMjaleKaH#}	KaMjaleKaH,KaMjarIwaH,KaMjarIwakaH
23259	L_ 12031 / B_ {#Kaw#}	Kaw
23260	L_ 12032 / B_ {#KawaH#}	KawaH
23261	L_ 12032 / B_ {#KawaH#} / S_ {#--kawAhakaH#}	KawakawAhakaH
23262	L_ 12032 / B_ {#KawaH#} / S_ {#--KAdakaH#}	KawaKAdakaH
23263	L_ 12033 / B_ {#KawakaH#}	KawakaH
23264	L_ 12034 / B_ {#KawakAmuKaM#}	KawakAmuKaM
23265	L_ 12034 / B_ {#KawakAmuKaM#} / M_ {#--KaH#}	KawakAmuKaH
23266	L_ 12035 / B_ {#KawikaH#}	KawikaH
23267	L_ 12035 / B_ {#KawikaH#} / M_ {#--kA#}	KawikA
23268	L_ 12036 / B_ {#Kawa(qa)kkikA#}	KaqakkikA,KawakkikA
23269	L_ 12037 / B_ {#KawinI, KawI#}	KawI,KawinI
23270	L_ 12038 / B_ {#Kaww#}	Kaww
23271	L_ 12039 / B_ {#Kawwana#}	Kawwana
23272	L_ 12039 / B_ {#Kawwana#} / M_ {#--naH#}	KawwanaH
23273	L_ 12040 / B_ {#KawwA#}	KawwA
23274	L_ 12041 / B_ {#KawwASaH --SI#}	KawwASI,KawwASaH
23275	L_ 12042 / B_ {#KawwiH#}	KawwiH
23276	L_ 12043 / B_ {#KawwikaH#}	KawwikaH
23277	L_ 12043 / B_ {#KawwikaH#} / M_ {#--kA#}	KawwikA
23278	L_ 12044 / B_ {#Kawweraka#}	Kawweraka
23279	L_ 12045 / B_ {#KawvA#}	KawvA
23280	L_ 12045 / B_ {#KawvA#} / S_ {#--aMgaH#}	KawvAMgaH
23281	L_ 12045 / B_ {#KawvA#} / S_ {#--aMgaH#} / S_S_ {#°Dara#}, {#°Bft#}	KawvAMgaBft,KawvAMgaDara
23282	L_ 12045 / B_ {#KawvA#} / S_ {#--aMgin#}	KawvAMgin
23283	L_ 12045 / B_ {#KawvA#} / S_ {#--Apluta#}, {#--ArUQa#}	KawvApluta,KawvArUQa
23284	L_ 12046 / B_ {#Kawvayati#}	Kawvayati
23285	L_ 12047 / B_ {#KawvAkA, KawvikA#}	KawvAkA,KawvikA
23286	L_ 12048 / B_ {#Kaq#}	Kaq
23287	L_ 12049 / B_ {#KaqaH#}	KaqaH
23288	L_ 12050 / B_ {#KaqikA, KaqI#}	KaqI,KaqikA
23289	L_ 12051 / B_ {#KaquH --qUH#}	KaqUH,KaquH
23290	L_ 12052 / B_ {#KaqgaH#}	KaqgaH
23291	L_ 12052 / B_ {#KaqgaH#} / M_ {#--qgaM#}	KaqgaM
23292	L_ 12052 / B_ {#KaqgaH#} / S_ {#--AGAtaH#}	KaqgAGAtaH
23293	L_ 12052 / B_ {#KaqgaH#} / S_ {#--ADAraH#}	KaqgADAraH
23294	L_ 12052 / B_ {#KaqgaH#} / S_ {#--AmizaM#}	KaqgAmizaM
23295	L_ 12052 / B_ {#KaqgaH#} / S_ {#--AhvaH#}	KaqgAhvaH
23296	L_ 12052 / B_ {#KaqgaH#} / S_ {#--koSaH#}	KaqgakoSaH
23297	L_ 12052 / B_ {#KaqgaH#} / S_ {#--DaraH#}	KaqgaDaraH
23298	L_ 12052 / B_ {#KaqgaH#} / S_ {#--DenuH, --DenukA#}	KaqgaDenuH,KaqgaDenukA
23299	L_ 12052 / B_ {#KaqgaH#} / S_ {#--patraM#}	KaqgapatraM
23300	L_ 12052 / B_ {#KaqgaH#} / S_ {#--patraM#} / S_M_ ({#--traH#}	KaqgapatraH
23301	L_ 12052 / B_ {#KaqgaH#} / S_ {#--pARi#}	KaqgapARi
23302	L_ 12052 / B_ {#KaqgaH#} / S_ {#--pAtraM#}	KaqgapAtraM
23303	L_ 12052 / B_ {#KaqgaH#} / S_ {#--piDAnaM, --piDAnakaM#}	KaqgapiDAnaM,KaqgapiDAnakaM
23304	L_ 12052 / B_ {#KaqgaH#} / S_ {#--putrikA#}	KaqgaputrikA
23305	L_ 12052 / B_ {#KaqgaH#} / S_ {#--prahAraH#}	KaqgaprahAraH
23306	L_ 12052 / B_ {#KaqgaH#} / S_ {#--PalaM#}	KaqgaPalaM
23307	L_ 12052 / B_ {#KaqgaH#} / S_ {#--baMDaH#}	KaqgabaMDaH
23308	L_ 12053 / B_ {#KaqgArIwaH#}	KaqgArIwaH
23309	L_ 12054 / B_ {#Kaqgavat#}	Kaqgavat
23310	L_ 12055 / B_ {#KaqgikaH#}	KaqgikaH
23311	L_ 12056 / B_ {#Kaqgin#}	Kaqgin,KaqginI
23312	L_ 12056 / B_ {#Kaqgin#} / M_ {%--<ab>m.</ab>%}	Kaqgin
23313	L_ 12057 / B_ {#KaqgIkaM#}	KaqgIkaM
23314	L_ 12058 / B_ {#KaRaKaRAyate#}	KaRaKaRAyate
23315	L_ 12059 / B_ {#KaMq#}	KaMq
23316	L_ 12060 / B_ {#KaMqa#}	KaMqa
23317	L_ 12060 / B_ {#KaMqa#} / M_ {#--qaH, --qaM#}	KaMqaH,KaMqaM
23318	L_ 12060 / B_ {#KaMqa#} / M_ {#--qaH#}	KaMqaH
23319	L_ 12060 / B_ {#KaMqa#} / M_ {#--qaM#}	KaMqaM
23320	L_ 12060 / B_ {#KaMqa#} / S_ {#--aBraM#}	KaMqABraM
23321	L_ 12060 / B_ {#KaMqa#} / S_ {#--AliH#}	KaMqAliH
23322	L_ 12060 / B_ {#KaMqa#} / S_ {#--kaTA#}	KaMqakaTA
23323	L_ 12060 / B_ {#KaMqa#} / S_ {#--karRaH#}	KaMqakarRaH
23324	L_ 12060 / B_ {#KaMqa#} / S_ {#--kAvyaM#}	KaMqakAvyaM
23325	L_ 12060 / B_ {#KaMqa#} / S_ {#--jaH#}	KaMqajaH
23326	L_ 12060 / B_ {#KaMqa#} / S_ {#--DArA#}	KaMqaDArA
23327	L_ 12060 / B_ {#KaMqa#} / S_ {#--paraSuH#}	KaMqaparaSuH
23328	L_ 12060 / B_ {#KaMqa#} / S_ {#--parSuH#}	KaMqaparSuH
23329	L_ 12060 / B_ {#KaMqa#} / S_ {#--pAlaH#}	KaMqapAlaH
23330	L_ 12060 / B_ {#KaMqa#} / S_ {#--pralayaH#}	KaMqapralayaH
23331	L_ 12060 / B_ {#KaMqa#} / S_ {#--maMqala#}	KaMqamaMqala
23332	L_ 12060 / B_ {#KaMqa#} / S_ {#--maMqala#} / S_M_ ({#--laM#}	KaMqamaMqalaM
23333	L_ 12060 / B_ {#KaMqa#} / S_ {#--modakaH#}	KaMqamodakaH
23334	L_ 12060 / B_ {#KaMqa#} / S_ {#--lavaRaM#}	KaMqalavaRaM
23335	L_ 12060 / B_ {#KaMqa#} / S_ {#--vikAraH#}	KaMqavikAraH
23336	L_ 12060 / B_ {#KaMqa#} / S_ {#--SarkarA#}	KaMqaSarkarA
23337	L_ 12060 / B_ {#KaMqa#} / S_ {#--SIlA#}	KaMqaSIlA
23338	L_ 12061 / B_ {#KaMqaka#}	KaMqaka
23339	L_ 12061 / B_ {#KaMqaka#} / M_ {#--kaH, --kaM#}	KaMqakaH,KaMqakaM
23340	L_ 12061 / B_ {#KaMqaka#} / M_ {#--kaH#}	KaMqakaH
23341	L_ 12061 / B_ {#KaMqaka#} / S_ {#--Alu#}	KaMqakAlu
23342	L_ 12062 / B_ {#KaMqana#}	KaMqana
23343	L_ 12062 / B_ {#KaMqana#} / M_ {#--naM#}	KaMqanaM
23344	L_ 12063 / B_ {#KaMqanIya, KaMqayitavya#}	KaMqanIya,KaMqayitavya
23345	L_ 12064 / B_ {#KaMqalaH, --laM#}	KaMqalaH,KaMqalaM
23346	L_ 12065 / B_ {#KaMqaSas#}	KaMqaSas
23347	L_ 12066 / B_ {#KaMqikaH#}	KaMqikaH
23348	L_ 12066 / B_ {#KaMqikaH#} / M_ {#--kA#}	KaMqikA
23349	L_ 12067 / B_ {#KaMqita#}	KaMqita
23350	L_ 12067 / B_ {#KaMqita#} / M_ {#--tA#}	KaMqitA
23351	L_ 12067 / B_ {#KaMqita#} / S_ {#--vigraha#}	KaMqitavigraha
23352	L_ 12067 / B_ {#KaMqita#} / S_ {#--vftta#}	KaMqitavftta
23353	L_ 12068 / B_ {#KaMqin#}	KaMqin
23354	L_ 12068 / B_ {#KaMqin#} / M_ {#--nI#}	KaMqinI
23355	L_ 12069 / B_ {#KaMqIkf#}	KaMqIkf
23356	L_ 12070 / B_ {#KaMqya#}	KaMqya
23357	L_ 12071 / B_ {#Kad#}	Kad
23358	L_ 12072 / B_ {#KadiraH#}	KadiraH
23359	L_ 12072 / B_ {#KadiraH#} / S_ {#--kuRaH#}	KadirakuRaH
23360	L_ 12072 / B_ {#KadiraH#} / S_ {#--patrikA, --patrI#}	KadirapatrI,KadirapatrikA
23361	L_ 12072 / B_ {#KadiraH#} / S_ {#--sAraH#}	KadirasAraH
23362	L_ 12073 / B_ {#KadikAH#}	KadikAH
23363	L_ 12074 / B_ {#Kan#}	Kan
23364	L_ 12075 / B_ {#Kanaka#}	Kanaka
23365	L_ 12075 / B_ {#Kanaka#} / M_ {#--kaH#}	KanakaH
23366	L_ 12076 / B_ {#KananaM#}	KananaM
23367	L_ 12077 / B_ {#KaniH, --nI#}	KanI,KaniH
23368	L_ 12078 / B_ {#Kanitf#}	Kanitf
23369	L_ 12079 / B_ {#KanitraM#}	KanitraM
23370	L_ 12080 / B_ {#KanitrakaM --trikA#}	KanitrakaM,KanitrikA
23371	L_ 12081 / B_ {#Kanitrima#}	Kanitrima
23372	L_ 12082 / B_ {#KAta#}	KAta
23373	L_ 12082 / B_ {#KAta#} / M_ {#--taM#}	KAtaM
23374	L_ 12082 / B_ {#KAta#} / M_ {#--tA#}	KAtA
23375	L_ 12082 / B_ {#KAta#} / S_ {#--BUH#}	KAtaBUH
23376	L_ 12082 / B_ {#KAta#} / S_ {#--rUpakAraH#}	KAtarUpakAraH
23377	L_ 12083 / B_ {#KAtakaH#}	KAtakaH
23378	L_ 12083 / B_ {#KAtakaH#} / M_ {#--kaM#}	KAtakaM
23379	L_ 12084 / B_ {#KAtiH#}	KAtiH
23380	L_ 12085 / B_ {#KAtraM#}	KAtraM
23381	L_ 12086 / B_ {#KAnaM#}	KAnaM
23382	L_ 12086 / B_ {#KAnaM#} / S_ {#--udakaH#}	KAnodakaH
23383	L_ 12087 / B_ {#KAnaka#}	KAnaka,KAnikA
23384	L_ 12088 / B_ {#KAniH#}	KAniH
23385	L_ 12089 / B_ {#KAnikaH, --kaM#}	KAnikaH,KAnikaM
23386	L_ 12090 / B_ {#KAnilaH#}	KAnilaH
23387	L_ 12091 / B_ {#Keya#}	Keya
